order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
38472,3714,31,Delhi,Afternoon,Weekday,Chinese,Lunch,Premium,966,Yes,36,14,5,Yes,Happy,Low,Family,Yes
38473,4110,38,Pune,Afternoon,Weekday,Desserts,Dinner,Mid-range,780,Yes,30,7,1,Yes,Celebrating,High,Friends,Yes
38474,1172,19,Hyderabad,Morning,Weekday,Fast Food,Snacks,Budget,244,No,57,10,5,No,Stressed,Low,Friends,No
38475,2847,41,Chandigarh,Evening,Weekend,Biryani,Snacks,Budget,861,Yes,44,10,2,No,Stressed,High,Alone,No
38476,2459,18,Chandigarh,Evening,Weekday,North Indian,Lunch,Premium,120,Yes,59,1,5,Yes,Stressed,Low,Alone,No
38477,3929,29,Bangalore,Evening,Weekend,Fast Food,Snacks,Premium,243,No,78,5,5,Yes,Celebrating,High,Alone,Yes
38478,2237,42,Bangalore,Evening,Weekday,South Indian,Lunch,Mid-range,292,No,76,3,1,No,Happy,High,Friends,Yes
38479,2845,38,Mumbai,Afternoon,Weekday,Biryani,Lunch,Mid-range,731,No,96,4,4,Yes,Celebrating,Low,Family,No
38480,4362,22,Bangalore,Night,Weekday,North Indian,Dinner,Mid-range,536,Yes,35,4,1,No,Celebrating,Medium,Partner,Yes
38481,3248,42,Hyderabad,Evening,Weekend,Chinese,Dinner,Mid-range,425,No,96,13,1,No,Happy,Medium,Partner,No
38482,3816,37,Bangalore,Night,Weekday,South Indian,Snacks,Mid-range,535,No,74,4,3,Yes,Celebrating,Medium,Friends,Yes
38483,3899,40,Mumbai,Evening,Weekday,South Indian,Dinner,Premium,201,Yes,58,13,1,Yes,Lazy,High,Alone,No
38484,3620,34,Bangalore,Morning,Weekend,South Indian,Breakfast,Mid-range,596,Yes,62,3,3,Yes,Lazy,Low,Family,No
38485,2067,19,Mumbai,Afternoon,Weekend,Biryani,Snacks,Budget,384,Yes,64,9,1,No,Stressed,Medium,Family,No
38486,2887,28,Chandigarh,Afternoon,Weekday,Biryani,Lunch,Premium,364,Yes,32,3,4,Yes,Celebrating,Medium,Friends,No
38487,1316,28,Delhi,Evening,Weekend,South Indian,Breakfast,Budget,618,Yes,37,9,2,No,Stressed,Medium,Friends,Yes
38488,4991,37,Bangalore,Night,Weekday,Fast Food,Lunch,Premium,147,Yes,35,11,1,Yes,Lazy,High,Family,Yes
38489,1132,34,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Mid-range,855,Yes,74,4,2,Yes,Happy,Medium,Partner,No
38490,2535,18,Mumbai,Morning,Weekend,Fast Food,Lunch,Premium,705,No,66,5,4,Yes,Celebrating,Low,Partner,No
38491,2451,30,Pune,Afternoon,Weekend,Chinese,Lunch,Premium,461,Yes,62,8,1,Yes,Celebrating,Medium,Family,Yes
38492,4014,31,Delhi,Morning,Weekday,Biryani,Snacks,Premium,516,Yes,57,10,3,Yes,Celebrating,Low,Friends,Yes
38493,4584,25,Delhi,Evening,Weekend,Fast Food,Snacks,Premium,177,No,47,14,4,Yes,Lazy,Low,Partner,No
38494,2100,36,Chandigarh,Morning,Weekend,Chinese,Snacks,Mid-range,701,No,39,5,1,No,Celebrating,High,Partner,Yes
38495,1195,44,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Premium,334,No,68,6,3,Yes,Happy,Medium,Friends,No
38496,1615,26,Hyderabad,Evening,Weekend,Fast Food,Breakfast,Premium,506,Yes,99,9,5,No,Lazy,Low,Partner,Yes
38497,1749,20,Hyderabad,Afternoon,Weekend,Fast Food,Lunch,Budget,132,Yes,97,3,3,No,Lazy,High,Friends,No
38498,1642,39,Mumbai,Afternoon,Weekend,South Indian,Breakfast,Mid-range,519,Yes,97,6,3,No,Lazy,Medium,Alone,No
38499,1278,24,Bangalore,Afternoon,Weekend,Desserts,Breakfast,Budget,650,Yes,22,4,4,No,Happy,Medium,Alone,No
38500,3726,41,Bangalore,Afternoon,Weekend,Fast Food,Lunch,Budget,725,No,78,3,2,Yes,Celebrating,Low,Partner,No
38501,3683,28,Chandigarh,Afternoon,Weekend,Chinese,Breakfast,Budget,499,No,43,3,5,No,Lazy,High,Family,Yes
38502,3195,37,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Premium,863,Yes,54,5,5,No,Happy,Low,Partner,No
38503,2438,25,Mumbai,Afternoon,Weekend,Biryani,Breakfast,Mid-range,377,No,98,7,3,No,Happy,Medium,Family,No
38504,2768,38,Pune,Night,Weekend,Chinese,Dinner,Mid-range,454,Yes,39,1,2,Yes,Lazy,High,Family,Yes
38505,2607,35,Mumbai,Afternoon,Weekday,Chinese,Lunch,Budget,294,No,42,8,3,Yes,Stressed,Medium,Family,Yes
38506,3951,29,Mumbai,Evening,Weekend,North Indian,Lunch,Budget,297,No,20,3,1,No,Celebrating,Low,Alone,Yes
38507,1070,43,Mumbai,Night,Weekday,Biryani,Snacks,Budget,857,Yes,93,14,2,Yes,Happy,Low,Friends,Yes
38508,4535,31,Mumbai,Night,Weekday,Chinese,Dinner,Premium,129,No,27,4,2,No,Stressed,Medium,Family,No
38509,3887,24,Pune,Afternoon,Weekday,Chinese,Snacks,Budget,269,Yes,55,10,2,No,Happy,Medium,Friends,No
38510,2666,41,Hyderabad,Evening,Weekday,North Indian,Lunch,Mid-range,431,No,24,8,1,Yes,Stressed,High,Family,Yes
38511,2673,19,Bangalore,Morning,Weekday,North Indian,Dinner,Mid-range,577,No,56,4,5,Yes,Celebrating,Low,Friends,Yes
38512,4161,22,Mumbai,Night,Weekday,South Indian,Lunch,Premium,411,Yes,44,4,5,No,Happy,High,Partner,No
38513,3542,33,Delhi,Night,Weekday,North Indian,Dinner,Mid-range,700,No,67,5,3,No,Lazy,High,Friends,Yes
38514,3684,44,Hyderabad,Evening,Weekend,Fast Food,Lunch,Budget,873,No,57,10,5,No,Celebrating,High,Partner,No
38515,4016,41,Bangalore,Morning,Weekend,Chinese,Dinner,Budget,542,Yes,34,14,4,Yes,Stressed,Low,Partner,No
38516,3808,23,Hyderabad,Afternoon,Weekday,Biryani,Dinner,Budget,527,No,20,11,2,Yes,Stressed,Low,Partner,Yes
38517,2490,25,Hyderabad,Morning,Weekday,North Indian,Breakfast,Mid-range,908,No,56,6,2,Yes,Stressed,Low,Partner,Yes
38518,4934,29,Chandigarh,Morning,Weekend,South Indian,Dinner,Mid-range,427,No,65,14,1,Yes,Happy,Low,Friends,Yes
38519,2442,34,Delhi,Night,Weekday,Fast Food,Lunch,Mid-range,557,Yes,85,3,4,No,Stressed,Low,Partner,No
38520,3027,43,Delhi,Morning,Weekend,South Indian,Dinner,Mid-range,386,Yes,88,3,1,No,Happy,Medium,Partner,No
38521,3096,31,Delhi,Afternoon,Weekend,Biryani,Dinner,Mid-range,421,Yes,39,10,1,Yes,Celebrating,High,Friends,No
38522,1893,39,Delhi,Evening,Weekend,North Indian,Snacks,Premium,737,Yes,61,12,5,Yes,Stressed,Low,Partner,Yes
38523,2248,18,Delhi,Night,Weekday,Biryani,Lunch,Premium,367,No,29,10,1,No,Lazy,Low,Family,No
38524,4776,19,Bangalore,Night,Weekend,Fast Food,Snacks,Premium,615,No,90,4,4,Yes,Lazy,Low,Family,No
38525,2212,35,Bangalore,Evening,Weekday,Biryani,Dinner,Mid-range,198,Yes,29,12,2,Yes,Celebrating,High,Alone,No
38526,4300,31,Pune,Night,Weekday,North Indian,Lunch,Budget,823,No,30,11,3,Yes,Celebrating,Low,Friends,No
38527,3984,38,Mumbai,Afternoon,Weekday,Chinese,Lunch,Premium,528,No,44,13,5,No,Happy,Low,Friends,Yes
38528,4166,22,Bangalore,Night,Weekday,North Indian,Breakfast,Mid-range,969,No,66,4,3,Yes,Happy,Low,Friends,No
38529,1520,23,Chandigarh,Morning,Weekday,Biryani,Lunch,Premium,472,Yes,43,1,4,No,Stressed,Low,Alone,No
38530,1465,33,Bangalore,Afternoon,Weekend,Chinese,Dinner,Mid-range,506,No,88,12,1,Yes,Celebrating,High,Friends,Yes
38531,2833,36,Bangalore,Evening,Weekday,Fast Food,Breakfast,Premium,199,No,98,12,1,No,Celebrating,Low,Partner,Yes
38532,1144,20,Bangalore,Night,Weekday,Fast Food,Breakfast,Mid-range,178,Yes,28,14,5,No,Stressed,Low,Family,Yes
38533,1033,35,Mumbai,Evening,Weekend,Fast Food,Lunch,Premium,239,No,60,9,5,No,Celebrating,Medium,Partner,Yes
38534,4845,19,Mumbai,Evening,Weekday,Biryani,Snacks,Budget,641,Yes,43,10,1,Yes,Lazy,Medium,Family,Yes
38535,2424,29,Bangalore,Morning,Weekday,Fast Food,Lunch,Budget,192,Yes,66,12,4,Yes,Celebrating,Low,Partner,Yes
38536,4720,43,Delhi,Morning,Weekday,Chinese,Snacks,Mid-range,293,No,30,11,3,No,Celebrating,Low,Partner,No
38537,3728,20,Chandigarh,Evening,Weekday,South Indian,Snacks,Premium,372,Yes,44,13,4,Yes,Lazy,Low,Family,Yes
38538,3235,28,Bangalore,Evening,Weekend,Chinese,Lunch,Premium,933,Yes,95,6,2,Yes,Stressed,Low,Alone,No
38539,1701,18,Chandigarh,Evening,Weekday,Biryani,Breakfast,Mid-range,840,No,78,14,3,No,Happy,Low,Alone,Yes
38540,3340,18,Chandigarh,Morning,Weekday,Chinese,Breakfast,Mid-range,234,No,64,1,5,No,Stressed,High,Friends,Yes
38541,4807,27,Delhi,Evening,Weekend,Fast Food,Breakfast,Budget,499,Yes,23,11,3,Yes,Celebrating,Medium,Friends,Yes
38542,3366,34,Delhi,Evening,Weekday,Fast Food,Dinner,Budget,701,No,40,2,1,No,Happy,Low,Friends,No
38543,1486,38,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Budget,818,Yes,28,11,5,Yes,Stressed,Medium,Alone,Yes
38544,2982,30,Delhi,Evening,Weekend,North Indian,Snacks,Budget,330,Yes,72,7,4,No,Stressed,High,Alone,Yes
38545,2245,43,Delhi,Evening,Weekday,Biryani,Breakfast,Mid-range,579,No,94,5,2,Yes,Stressed,High,Alone,No
38546,3047,36,Mumbai,Night,Weekend,Chinese,Breakfast,Budget,120,Yes,78,5,4,Yes,Celebrating,Low,Alone,No
38547,2223,44,Delhi,Evening,Weekend,North Indian,Lunch,Premium,999,Yes,97,13,5,No,Happy,High,Family,Yes
38548,1923,29,Pune,Evening,Weekday,Biryani,Breakfast,Mid-range,699,No,45,3,1,No,Celebrating,High,Partner,Yes
38549,2541,41,Hyderabad,Afternoon,Weekend,South Indian,Breakfast,Mid-range,427,Yes,44,7,5,No,Stressed,Low,Partner,Yes
38550,1070,21,Pune,Evening,Weekday,Fast Food,Snacks,Premium,193,Yes,55,12,4,Yes,Happy,High,Alone,No
38551,2797,28,Pune,Night,Weekend,Desserts,Breakfast,Budget,734,Yes,62,1,5,No,Happy,Medium,Family,Yes
38552,2947,21,Hyderabad,Evening,Weekday,Biryani,Breakfast,Budget,511,Yes,66,10,5,Yes,Celebrating,High,Alone,No
38553,3274,44,Pune,Morning,Weekday,Biryani,Lunch,Budget,564,Yes,47,14,4,Yes,Lazy,High,Alone,Yes
38554,2813,42,Pune,Night,Weekday,Fast Food,Lunch,Mid-range,854,Yes,66,10,1,No,Lazy,High,Alone,No
38555,3314,30,Delhi,Night,Weekday,North Indian,Breakfast,Mid-range,377,Yes,42,7,5,No,Lazy,Low,Family,Yes
38556,1664,43,Chandigarh,Morning,Weekday,Fast Food,Snacks,Mid-range,368,No,85,9,1,Yes,Stressed,Medium,Family,Yes
38557,3192,35,Pune,Night,Weekday,Chinese,Snacks,Budget,505,No,70,1,4,No,Stressed,Medium,Family,Yes
38558,3731,37,Hyderabad,Morning,Weekend,South Indian,Dinner,Premium,420,No,28,7,5,Yes,Lazy,Low,Partner,No
38559,3448,33,Mumbai,Afternoon,Weekday,Chinese,Snacks,Premium,190,No,71,11,2,Yes,Happy,Low,Partner,No
38560,1520,39,Hyderabad,Afternoon,Weekday,Desserts,Lunch,Mid-range,982,Yes,66,5,4,Yes,Happy,Medium,Friends,Yes
38561,1296,25,Delhi,Evening,Weekend,South Indian,Snacks,Budget,617,No,63,11,3,No,Celebrating,Medium,Family,No
38562,4998,21,Pune,Night,Weekday,Fast Food,Snacks,Premium,760,Yes,20,2,1,Yes,Happy,Low,Partner,Yes
38563,3775,24,Chandigarh,Morning,Weekend,South Indian,Dinner,Premium,463,Yes,36,10,3,Yes,Happy,Low,Friends,Yes
38564,1275,35,Hyderabad,Evening,Weekend,Fast Food,Snacks,Mid-range,155,No,61,6,4,Yes,Celebrating,High,Partner,No
38565,2545,22,Pune,Evening,Weekday,South Indian,Snacks,Mid-range,747,Yes,56,9,2,No,Stressed,Medium,Family,Yes
38566,3611,21,Pune,Evening,Weekday,Chinese,Breakfast,Premium,993,Yes,68,11,3,Yes,Lazy,Low,Partner,No
38567,4469,18,Delhi,Evening,Weekday,North Indian,Lunch,Premium,130,Yes,57,13,1,Yes,Stressed,High,Alone,Yes
38568,3997,34,Chandigarh,Night,Weekend,Fast Food,Snacks,Mid-range,203,Yes,80,12,3,No,Lazy,High,Family,No
38569,2452,41,Pune,Evening,Weekday,Fast Food,Breakfast,Budget,788,No,60,9,1,Yes,Stressed,Medium,Alone,No
38570,2800,26,Bangalore,Night,Weekend,Biryani,Lunch,Mid-range,577,No,23,11,1,Yes,Celebrating,High,Alone,Yes
38571,1961,22,Bangalore,Afternoon,Weekday,Biryani,Snacks,Premium,106,Yes,27,10,1,Yes,Stressed,High,Partner,Yes
38572,3368,30,Bangalore,Afternoon,Weekend,Fast Food,Lunch,Premium,760,No,47,12,5,No,Stressed,Medium,Alone,Yes
38573,4950,39,Hyderabad,Morning,Weekday,North Indian,Snacks,Mid-range,603,Yes,66,5,3,No,Celebrating,High,Friends,No
38574,4351,41,Chandigarh,Afternoon,Weekday,Fast Food,Snacks,Mid-range,804,Yes,54,2,4,Yes,Happy,High,Friends,No
38575,2216,23,Mumbai,Morning,Weekday,South Indian,Dinner,Premium,182,Yes,45,14,3,Yes,Lazy,Low,Partner,No
38576,1487,26,Mumbai,Evening,Weekday,Chinese,Lunch,Budget,984,No,83,10,2,Yes,Happy,Low,Alone,No
38577,4974,29,Hyderabad,Morning,Weekend,North Indian,Snacks,Mid-range,562,Yes,50,10,4,Yes,Stressed,Low,Alone,Yes
38578,4141,20,Bangalore,Afternoon,Weekday,Fast Food,Breakfast,Budget,383,Yes,90,13,1,No,Celebrating,Low,Alone,Yes
38579,2120,19,Delhi,Morning,Weekend,Fast Food,Lunch,Premium,566,No,70,7,4,No,Lazy,Medium,Partner,No
38580,2984,41,Mumbai,Night,Weekday,Biryani,Breakfast,Mid-range,674,Yes,22,9,4,Yes,Happy,Medium,Alone,Yes
38581,2407,23,Mumbai,Morning,Weekend,Fast Food,Lunch,Premium,404,Yes,86,9,1,No,Lazy,Medium,Partner,No
38582,4208,27,Bangalore,Evening,Weekend,South Indian,Lunch,Budget,136,Yes,27,7,1,No,Celebrating,Medium,Family,No
38583,2502,40,Mumbai,Afternoon,Weekday,Fast Food,Dinner,Budget,662,No,65,8,4,Yes,Happy,Low,Partner,No
38584,2156,33,Mumbai,Night,Weekend,Biryani,Snacks,Budget,870,No,90,14,1,No,Happy,Low,Partner,Yes
38585,4224,42,Hyderabad,Evening,Weekday,Fast Food,Lunch,Premium,619,No,49,9,5,No,Stressed,Low,Family,Yes
38586,1636,33,Hyderabad,Night,Weekday,Desserts,Breakfast,Mid-range,322,No,95,4,5,No,Celebrating,High,Family,Yes
38587,3621,29,Delhi,Night,Weekend,North Indian,Lunch,Mid-range,356,Yes,30,1,1,No,Celebrating,High,Alone,Yes
38588,4180,35,Chandigarh,Morning,Weekend,North Indian,Breakfast,Mid-range,675,No,35,3,2,No,Celebrating,High,Family,No
38589,4958,31,Hyderabad,Evening,Weekend,Biryani,Lunch,Mid-range,493,No,94,12,3,Yes,Celebrating,Low,Alone,No
38590,3113,30,Hyderabad,Night,Weekday,Fast Food,Lunch,Premium,137,No,42,8,4,No,Happy,Medium,Partner,Yes
38591,2346,27,Pune,Evening,Weekday,South Indian,Lunch,Mid-range,440,Yes,79,14,5,No,Celebrating,High,Friends,No
38592,2068,44,Bangalore,Evening,Weekday,Desserts,Lunch,Premium,735,Yes,74,3,2,No,Lazy,High,Alone,No
38593,1492,18,Pune,Night,Weekend,Desserts,Snacks,Mid-range,418,No,62,7,3,Yes,Lazy,High,Alone,No
38594,3135,34,Mumbai,Afternoon,Weekend,North Indian,Snacks,Mid-range,113,No,83,4,2,No,Celebrating,Medium,Alone,Yes
38595,4796,19,Bangalore,Afternoon,Weekend,Fast Food,Dinner,Budget,747,No,55,12,1,Yes,Celebrating,Medium,Family,Yes
38596,3481,19,Mumbai,Morning,Weekend,North Indian,Breakfast,Mid-range,676,No,39,4,4,Yes,Stressed,High,Alone,No
38597,2718,33,Chandigarh,Afternoon,Weekday,Chinese,Lunch,Mid-range,684,Yes,96,11,3,No,Celebrating,High,Alone,Yes
38598,4744,26,Delhi,Evening,Weekend,Fast Food,Breakfast,Budget,992,No,97,14,3,Yes,Stressed,Low,Family,No
38599,3521,31,Pune,Afternoon,Weekend,Biryani,Snacks,Premium,425,Yes,28,3,1,Yes,Lazy,Medium,Partner,Yes
38600,3347,32,Hyderabad,Morning,Weekend,North Indian,Breakfast,Budget,784,No,92,14,5,Yes,Celebrating,Medium,Friends,No
38601,2253,40,Pune,Morning,Weekend,Biryani,Breakfast,Mid-range,479,Yes,31,8,5,Yes,Stressed,Medium,Friends,No
38602,3523,31,Chandigarh,Morning,Weekend,North Indian,Lunch,Premium,547,No,72,6,3,No,Stressed,High,Friends,Yes
38603,1726,41,Bangalore,Afternoon,Weekend,Fast Food,Snacks,Budget,629,No,34,11,5,Yes,Lazy,Low,Family,Yes
38604,2352,29,Delhi,Afternoon,Weekend,Fast Food,Snacks,Premium,538,Yes,35,4,2,Yes,Happy,Low,Partner,Yes
38605,4262,21,Mumbai,Morning,Weekday,Fast Food,Lunch,Budget,164,Yes,78,14,1,No,Happy,Medium,Family,No
38606,1627,38,Chandigarh,Morning,Weekday,Biryani,Snacks,Mid-range,675,Yes,56,2,1,Yes,Stressed,High,Friends,No
38607,1667,39,Chandigarh,Afternoon,Weekend,South Indian,Lunch,Budget,451,Yes,46,9,3,No,Celebrating,Medium,Family,No
38608,4434,19,Chandigarh,Afternoon,Weekend,South Indian,Breakfast,Premium,891,Yes,99,5,4,No,Lazy,Low,Family,Yes
38609,1289,36,Chandigarh,Afternoon,Weekday,North Indian,Breakfast,Premium,117,Yes,93,14,3,No,Stressed,Medium,Partner,Yes
38610,2214,32,Mumbai,Morning,Weekend,Desserts,Lunch,Mid-range,318,No,33,7,3,Yes,Lazy,High,Alone,No
38611,2606,41,Mumbai,Evening,Weekend,Chinese,Breakfast,Mid-range,562,No,84,7,3,Yes,Stressed,Medium,Partner,No
38612,2607,33,Delhi,Night,Weekend,North Indian,Snacks,Budget,870,Yes,41,12,3,No,Happy,High,Friends,No
38613,1416,43,Hyderabad,Night,Weekday,Desserts,Snacks,Mid-range,577,Yes,57,12,3,Yes,Celebrating,Low,Family,Yes
38614,2324,38,Mumbai,Morning,Weekend,Desserts,Breakfast,Mid-range,486,No,73,12,2,No,Happy,Low,Alone,Yes
38615,1657,31,Delhi,Night,Weekday,South Indian,Dinner,Budget,917,No,45,6,4,Yes,Stressed,Low,Alone,Yes
38616,3962,31,Delhi,Morning,Weekday,South Indian,Dinner,Mid-range,644,No,98,8,4,Yes,Celebrating,Low,Alone,Yes
38617,4008,34,Delhi,Evening,Weekday,North Indian,Lunch,Budget,148,No,77,4,3,Yes,Lazy,High,Alone,Yes
38618,4101,36,Mumbai,Night,Weekday,Chinese,Breakfast,Mid-range,858,Yes,93,1,3,Yes,Stressed,Medium,Family,Yes
38619,4579,26,Pune,Morning,Weekday,Fast Food,Snacks,Budget,926,No,73,1,4,No,Lazy,Medium,Friends,Yes
38620,4459,41,Pune,Evening,Weekend,South Indian,Snacks,Mid-range,938,Yes,94,8,2,No,Celebrating,Medium,Partner,Yes
38621,3554,37,Mumbai,Night,Weekday,Desserts,Lunch,Premium,865,No,49,1,3,Yes,Happy,High,Partner,No
38622,3429,29,Mumbai,Morning,Weekday,Desserts,Breakfast,Premium,514,Yes,39,7,5,Yes,Lazy,Medium,Friends,Yes
38623,2405,24,Bangalore,Night,Weekday,Chinese,Dinner,Premium,420,No,52,5,1,No,Celebrating,Medium,Friends,No
38624,2221,43,Bangalore,Night,Weekend,Desserts,Breakfast,Mid-range,176,Yes,82,14,5,No,Lazy,Medium,Alone,No
38625,2049,26,Delhi,Morning,Weekday,Fast Food,Breakfast,Mid-range,751,No,57,4,2,No,Lazy,High,Alone,No
38626,4269,41,Mumbai,Afternoon,Weekend,Fast Food,Dinner,Mid-range,165,Yes,58,3,3,No,Happy,Low,Friends,No
38627,3771,18,Pune,Morning,Weekday,Desserts,Lunch,Premium,462,Yes,88,7,5,Yes,Stressed,Low,Friends,No
38628,1507,20,Chandigarh,Morning,Weekday,Chinese,Dinner,Premium,164,No,64,14,3,Yes,Happy,Low,Partner,No
38629,3198,38,Mumbai,Afternoon,Weekday,South Indian,Snacks,Mid-range,920,No,68,6,5,Yes,Lazy,Medium,Family,No
38630,2492,25,Delhi,Afternoon,Weekend,Chinese,Snacks,Premium,416,No,62,10,2,Yes,Happy,Medium,Partner,No
38631,4072,21,Hyderabad,Evening,Weekday,North Indian,Breakfast,Mid-range,628,No,56,8,4,Yes,Celebrating,Low,Alone,No
38632,3176,18,Chandigarh,Afternoon,Weekend,Biryani,Breakfast,Mid-range,372,No,82,10,1,No,Happy,Medium,Friends,No
38633,2204,34,Pune,Morning,Weekend,Desserts,Breakfast,Premium,393,No,52,12,5,No,Stressed,Low,Alone,No
38634,3922,18,Hyderabad,Evening,Weekend,Fast Food,Breakfast,Premium,533,No,57,6,4,No,Happy,High,Family,No
38635,1890,35,Chandigarh,Evening,Weekend,Desserts,Lunch,Mid-range,317,Yes,66,13,2,No,Celebrating,Medium,Family,Yes
38636,4950,19,Hyderabad,Night,Weekday,Chinese,Lunch,Budget,229,Yes,97,4,2,No,Stressed,Medium,Alone,No
38637,2058,28,Bangalore,Afternoon,Weekend,Biryani,Lunch,Premium,672,No,92,4,5,Yes,Lazy,Medium,Partner,Yes
38638,1249,38,Pune,Afternoon,Weekend,Fast Food,Snacks,Mid-range,181,Yes,62,3,3,Yes,Celebrating,Low,Alone,No
38639,1565,22,Pune,Afternoon,Weekend,Desserts,Snacks,Premium,265,No,40,2,1,No,Stressed,Medium,Friends,Yes
38640,2578,29,Chandigarh,Morning,Weekend,Biryani,Breakfast,Premium,207,Yes,26,8,4,Yes,Stressed,Medium,Partner,No
38641,3000,22,Chandigarh,Afternoon,Weekend,Biryani,Snacks,Premium,202,No,36,11,1,No,Lazy,High,Alone,No
38642,2249,33,Chandigarh,Night,Weekend,Desserts,Dinner,Mid-range,625,No,93,7,1,Yes,Lazy,High,Partner,No
38643,1528,38,Bangalore,Morning,Weekend,Chinese,Snacks,Budget,373,No,69,14,4,No,Happy,High,Friends,No
38644,4537,30,Bangalore,Evening,Weekday,South Indian,Snacks,Mid-range,836,Yes,83,8,1,No,Stressed,Medium,Partner,Yes
38645,3377,38,Pune,Evening,Weekend,Chinese,Dinner,Budget,436,No,62,10,3,Yes,Stressed,Low,Alone,Yes
38646,2639,35,Chandigarh,Morning,Weekend,North Indian,Snacks,Premium,970,No,43,3,4,Yes,Stressed,High,Partner,Yes
38647,2860,37,Bangalore,Night,Weekday,Chinese,Lunch,Budget,578,No,47,12,4,Yes,Lazy,Low,Partner,Yes
38648,1662,38,Chandigarh,Morning,Weekday,Biryani,Breakfast,Budget,777,Yes,64,3,2,Yes,Happy,Low,Family,No
38649,2987,37,Mumbai,Evening,Weekday,Desserts,Snacks,Budget,878,No,93,13,3,No,Stressed,Low,Family,Yes
38650,1706,23,Bangalore,Evening,Weekend,Desserts,Snacks,Budget,227,Yes,39,12,2,Yes,Happy,Low,Friends,No
38651,4040,35,Pune,Night,Weekend,Desserts,Lunch,Budget,914,No,82,14,4,Yes,Happy,Low,Alone,Yes
38652,3445,23,Hyderabad,Evening,Weekday,South Indian,Lunch,Budget,511,Yes,91,6,3,No,Celebrating,Low,Partner,No
38653,1690,39,Hyderabad,Night,Weekday,South Indian,Dinner,Budget,822,Yes,87,8,5,No,Stressed,High,Family,Yes
38654,3154,27,Pune,Morning,Weekday,South Indian,Snacks,Mid-range,543,Yes,24,8,4,Yes,Happy,Medium,Family,No
38655,3631,39,Hyderabad,Evening,Weekday,South Indian,Snacks,Premium,733,No,83,8,5,Yes,Celebrating,High,Alone,No
38656,3715,43,Chandigarh,Morning,Weekend,Desserts,Dinner,Mid-range,786,No,82,8,2,Yes,Happy,High,Partner,Yes
38657,1992,29,Chandigarh,Evening,Weekend,Biryani,Breakfast,Premium,746,Yes,88,11,1,No,Celebrating,High,Friends,No
38658,2633,32,Hyderabad,Morning,Weekday,North Indian,Breakfast,Premium,749,No,58,4,5,No,Lazy,Low,Alone,Yes
38659,2729,39,Bangalore,Afternoon,Weekend,South Indian,Lunch,Premium,365,No,33,8,4,Yes,Lazy,Low,Alone,No
38660,3200,41,Pune,Evening,Weekday,North Indian,Dinner,Budget,318,Yes,30,3,1,Yes,Lazy,Medium,Family,Yes
38661,1497,33,Delhi,Afternoon,Weekend,Biryani,Breakfast,Mid-range,403,No,57,9,3,Yes,Lazy,Medium,Partner,No
38662,4378,35,Hyderabad,Morning,Weekend,Biryani,Breakfast,Budget,910,Yes,78,1,2,Yes,Celebrating,Low,Friends,Yes
38663,3710,22,Mumbai,Night,Weekday,Desserts,Snacks,Budget,786,Yes,56,8,2,No,Lazy,Low,Family,Yes
38664,4033,28,Delhi,Morning,Weekend,Biryani,Snacks,Premium,786,No,42,1,5,No,Celebrating,High,Alone,No
38665,1298,29,Mumbai,Evening,Weekend,South Indian,Lunch,Premium,360,Yes,81,3,1,No,Happy,Low,Friends,Yes
38666,4103,24,Pune,Night,Weekday,South Indian,Snacks,Premium,213,Yes,76,2,4,No,Happy,Medium,Partner,No
38667,2277,31,Pune,Afternoon,Weekend,Desserts,Dinner,Premium,946,No,82,10,2,No,Lazy,High,Friends,Yes
38668,4289,31,Pune,Morning,Weekday,Chinese,Snacks,Budget,817,No,44,9,5,Yes,Stressed,Medium,Friends,Yes
38669,4922,43,Bangalore,Afternoon,Weekend,South Indian,Dinner,Budget,596,Yes,73,3,4,No,Lazy,Medium,Family,Yes
38670,2418,20,Pune,Afternoon,Weekday,Biryani,Dinner,Budget,708,Yes,88,10,2,Yes,Stressed,High,Family,No
38671,1749,32,Bangalore,Night,Weekday,Desserts,Snacks,Premium,311,Yes,28,4,3,No,Happy,Low,Family,No
38672,4196,28,Bangalore,Evening,Weekday,South Indian,Dinner,Mid-range,313,No,60,12,1,Yes,Celebrating,Low,Partner,Yes
38673,1666,30,Delhi,Night,Weekday,Fast Food,Lunch,Premium,926,No,51,5,1,No,Stressed,High,Family,No
38674,3593,27,Delhi,Afternoon,Weekday,South Indian,Breakfast,Premium,778,No,35,12,1,No,Stressed,Low,Alone,No
38675,3156,31,Chandigarh,Night,Weekend,South Indian,Snacks,Premium,924,Yes,85,2,2,No,Stressed,High,Friends,No
38676,1446,19,Mumbai,Afternoon,Weekday,South Indian,Lunch,Budget,171,Yes,82,11,5,Yes,Happy,High,Family,Yes
38677,2039,23,Pune,Morning,Weekend,Biryani,Dinner,Budget,777,No,93,8,2,Yes,Celebrating,High,Alone,No
38678,2675,32,Hyderabad,Evening,Weekend,Desserts,Dinner,Mid-range,375,No,95,13,5,No,Happy,High,Friends,Yes
